onetsoc_code,alternate_title,short_title,sources
47-5032.00,Shale Blasting Miner,,08
47-5032.00,Shooter,,08
47-5032.00,Shot Fireman,,08
47-5032.00,Shot Firer,,08
47-5032.00,Shot Hole Shooter,,08
47-5032.00,Shot Lighter,,08
47-5032.00,Shot Man,,08
47-5032.00,Shotblaster,,08
47-5032.00,Silver Blasting Miner,,08
47-5032.00,Skip Blasting Miner,,08
47-5032.00,Stump Blower,,08
47-5032.00,Stump Shooter,,08
47-5032.00,Tier and Detonator,,"04,08"
47-5032.00,Torpedo Man,,08
47-5032.00,Torpedo Shooter,,08
47-5032.00,Torpedo Worker,,08
47-5032.00,Tunnel Man,,08
47-5032.00,Tunnel Worker,,08
47-5032.00,Unexploded Ordnance Quality Control Officer,,02
47-5032.00,Unexploded Ordnance Quality Control Worker,,"04,08"
47-5032.00,Velocity Shooter,,08
47-5032.00,Water Blaster,,08
47-5032.00,Well Blower,,08
47-5032.00,Well Shooter,,08
47-5032.00,Zinc Blasting Miner,,08
47-5041.00,Bore Miner Operator,,"02,04"
47-5041.00,Concrete Crusher Loader Operator,,10
47-5041.00,Continuous Miner,,02
47-5041.00,Continuous Miner Operator (CMO),CMO,02
47-5041.00,Continuous Mining Machine Coal Miner,,"04,06"
47-5041.00,Continuous Mining Machine Company Miner,,"04,06"
47-5041.00,Continuous Mining Machine Contract Miner,,"04,06"
47-5041.00,Continuous Mining Machine Lode Miner,,"04,06"
47-5041.00,Continuous Mining Machine Miner,,04
47-5041.00,Continuous Mining Machine Operator,,02
47-5041.00,Continuous Mining Operator (CMO),CMO,02
47-5041.00,Crusher Loader Equipment Operator,,10
47-5041.00,Crusher Loader Operator,,10
47-5041.00,Crusher Operator,,10
47-5041.00,Crusher Plant Operator,,10
47-5041.00,Dozer Operator,,10
47-5041.00,Equipment Operator,,"02,10"
47-5041.00,Excavator Operator,,10
47-5041.00,Forklift Operator,,10
47-5041.00,Forklift Wheel Loader,,10
47-5041.00,Front End Wheel Loader Operator,,10
47-5041.00,Heavy Equipment Operator,,"02,10"
47-5041.00,Loader Operator,,"02,10"
47-5041.00,Logging Shovel Operator,,10
47-5041.00,Material Equipment Operator,,10
47-5041.00,Mine Technician,,02
47-5041.00,Mine Utility Operator,,02
47-5041.00,Miner,,"02,10"
47-5041.00,Miner Operator,,"02,10"
47-5041.00,Quarry Plant Crusher Operator,,10
47-5041.00,Self-Propelled Mining Machine Operator,,04
47-5041.00,Shovel Log Loader Operator,,10
47-5041.00,Shovel Operator,,10
47-5041.00,Wheel Loader Operator,,10
47-5043.00,Bolt Machine Operator,,02
47-5043.00,Bolt Man,,02
47-5043.00,Bolter,,02
47-5043.00,Bolting Inspector,,10
47-5043.00,Bolting Machine Operator,,"04,06"
47-5043.00,Miner,,"02,10"
47-5043.00,Place Change Roof Bolter,,02
47-5043.00,Roof Bolter,,"02,10"
47-5043.00,Roof Bolter Operator,,"02,04"
47-5043.00,Roof Bolting Coal Miner,,"04,06"
47-5043.00,Truss Assembler,,10
47-5043.00,Underground Bolting Machine Operator,,04
47-5043.00,Underground Miner,,02
47-5043.00,Underground Roof Bolter,,"02,04"
47-5044.00,Buggy Driver,,08
47-5044.00,Buggy Man,,"02,08"
47-5044.00,Buggy Operator,,08
47-5044.00,Buggy Runner,,08
47-5044.00,Car Dropper,,08
47-5044.00,Car Dumper,,08
47-5044.00,Car Pincher,,08
47-5044.00,Cart Driver,,08
47-5044.00,Coal Hauler Operator,,"02,04"
47-5044.00,Coke Loader,,"04,08"
47-5044.00,Continuous Miner Operator,,"02,08"
47-5044.00,Equipment Loader Operator,,08
47-5044.00,Equipment Operator,,"02,08"
47-5044.00,Front End Loader Operator,,08
47-5044.00,Joy Loader,,"04,08"
47-5044.00,Joy Loading Machine Operator,,08
47-5044.00,Joy Operator,,08
47-5044.00,Load Haul Dump Operator (LHD Operator),LHD Operator,"02,04"
47-5044.00,Loader,,08
47-5044.00,Loader Operator,,02
47-5044.00,Loading Machine Operator,,02
47-5044.00,Machine Loader,,08
47-5044.00,Mechanical Shovel Operator,,08
47-5044.00,Mine Shuttle Car Operator,,04
47-5044.00,Miner,,"02,08"
47-5044.00,Miner Operator,,02
47-5044.00,Mobile Bridge Conveyor Operator,,04
47-5044.00,Monitor Car Operator,,08
47-5044.00,Muck Hauler,,02
47-5044.00,Muck Operator,,08
47-5044.00,Mucker Operator,,"02,08"
47-5044.00,Mucking Machine Operator,,08
47-5044.00,Pit Loader Operator,,08
47-5044.00,Plant Loader Operator,,08
47-5044.00,Production Miner,,02
47-5044.00,Ram Car Operator,,02
47-5044.00,Shuttle Buggy Operator,,08
47-5044.00,Shuttle Car Operator,,02
47-5044.00,Shuttle Driver,,10
47-5044.00,Shuttle Officer,,08
47-5044.00,Shuttle Operator,,08
47-5044.00,Skid Loader Operator,,08
47-5044.00,Underground Miner,,02
47-5044.00,Wheel Loader Operator,,08
47-5044.00,Yard Loader,,10
47-5044.00,Yard Loader Operator,,08
47-5049.00,Belt Operator,,06
47-5049.00,Clay Mine Cutting Machine Operator,,04
47-5049.00,Coal Miner,,04
47-5049.00,Coal Trimmer Machine Operator,,"04,06"
47-5049.00,Copper Miner,,04
47-5049.00,Digging Machine Operator,,"04,06"
47-5049.00,Drilling Machine Operator,,08
47-5049.00,Dry Placer Machine Operator,,"04,06"
47-5049.00,Duck Bill Operator,,"04,06"
47-5049.00,Duck Operator,,"04,06"
47-5049.00,Efficiency Miner,,04
47-5049.00,Equipment Operator,,04
47-5049.00,Excavating Machine Operator,,"04,06"
47-5049.00,Excavator Operator,,"04,06"
47-5049.00,Extraction Machine Operator,,"04,06"
47-5049.00,Face Man,,06
47-5049.00,Face Worker,,04
47-5049.00,Gang Miner,,04
47-5049.00,Gold Miner,,04
47-5049.00,Hard Rock Miner,,04
47-5049.00,Harvester Operator,,"04,06"
47-5049.00,Hydraulic Miner,,04
47-5049.00,Hydraulic Operator,,"04,06"
47-5049.00,Iron Miner,,04
47-5049.00,Lead Miner,,04
47-5049.00,Lode Miner,,04
47-5049.00,Longwall Mining Machine Tender,,04
47-5049.00,Longwall Operator,,04
47-5049.00,Longwall Plow Operator,,04
47-5049.00,Longwall Shear Operator,,04
47-5049.00,Longwall Shearer,,04
47-5049.00,Machine Operator,,04
47-5049.00,Metal Miner,,04
47-5049.00,Mica Miner,,04
47-5049.00,Mine Channeling Machine Operator,,04
47-5049.00,Mine Cutting Machine Operator,,04
47-5049.00,Miner,,04
47-5049.00,Muck Miner,,04
47-5049.00,Operator,,06
47-5049.00,Ore Miner,,04
47-5049.00,Quartz Miner,,04
47-5049.00,Rock Dust Sprayer,,"04,06"
47-5049.00,Rock Duster,,"04,06"
47-5049.00,Shale Planer Operator,,04
47-5049.00,Shearer Operator,,04
47-5049.00,Shield Operator,,"04,06"
47-5049.00,Shield Runner,,"04,06"
47-5049.00,Silver Miner,,"04,06"
47-5049.00,Skip Miner,,"04,06"
47-5049.00,Tailer,,"04,06"
47-5049.00,Topman,,"04,06"
47-5049.00,Underground Jumbo Driller,,04
47-5049.00,Zinc Miner,,04
47-5051.00,Driller,,"02,10"
47-5051.00,Quarry Chop Saw Operator,,04
47-5051.00,Quarry Driller,,10
47-5051.00,Quarry Plug and Feather Driller,,"04,06"
47-5051.00,Quarry Worker,,"02,04,06,10"
47-5051.00,Quarrying Specialist,,10
47-5051.00,Rock Breaker,,"04,06"
47-5051.00,Rock Picker,,"04,06"
47-5051.00,Rock Splitter,,"02,04,06,10"
47-5051.00,Rockman,,"04,06"
47-5051.00,Sandstone Splitter,,04
47-5051.00,Splitter Operator,,02
47-5051.00,Stone Breaker,,02
47-5051.00,Stone Splitter,,02
47-5071.00,Casing Crew Pusher,,10
47-5071.00,Cathead Operator,,"04,06"
47-5071.00,Connection Worker,,"04,06"
47-5071.00,Drill Rig Operator,,10
47-5071.00,Dumper Bailer Operator,,08
47-5071.00,Field Service Engineer,,10
47-5071.00,Field Service Installation Technician (Field Service Installation Tech),Field Service Installation Tech,10
47-5071.00,Field Service Roustabout,,02
47-5071.00,Field Service Technician (Field Service Tech),Field Service Tech,10
47-5071.00,Field Specialist,,10
47-5071.00,Field Technician (Field Tech),Field Tech,10
47-5071.00,Floor Hand,,02
47-5071.00,Fuel Farm Operator,,10
47-5071.00,Gang Worker,,"04,06"
47-5071.00,Gas Floor Hand,,04
47-5071.00,Generator Field Service Technician (Generator Field Service Tech),Generator Field Service Tech,10
47-5071.00,Gun Perforator Loader,,08
47-5071.00,Oil and Gas Roustabout,,02
47-5071.00,Oil Field Laborer,,"04,06"
47-5071.00,Oil Field Roustabout,,"02,04"
47-5071.00,Oil Floor Hand,,04
47-5071.00,Oil Rig Floor Hand,,04
47-5071.00,Oil Rig Roughneck,,04
47-5071.00,Oil Rigger,,09
47-5071.00,Production Roustabout,,02
47-5071.00,Rig Hand,,02
47-5071.00,Roustabout,,"02,04,10"
47-5071.00,Roustabout Crew Pusher,,02
47-5071.00,Roustabout Hand,,02
47-5071.00,Roustabout Pusher,,"02,04"
47-5071.00,Terminal Operator,,10
47-5071.00,Well Service Floor Worker,,08
47-5071.00,Well Service Floorperson,,"04,06"
47-5081.00,Blaster Helper,,"04,06,08"
47-5081.00,Blasting Helper,,"02,04,07"
47-5081.00,Boring Machine Operator Helper,,"04,06"
47-5081.00,Bottom Hole Pressure Recording Operator Helper,,08
47-5081.00,Churn Driller Helper,,06
47-5081.00,Clean Out Driller Helper,,"04,06"
47-5081.00,Clean-Out Driller Helper,,08
47-5081.00,Coal Loader,,08
47-5081.00,Continuous Miner Operator Helper,,"02,04"
47-5081.00,Core Drill Operator Helper,,"04,06"
47-5081.00,Core Driller Helper,,06
47-5081.00,Cutter Operator Helper,,06
47-5081.00,Cutting Machine Operator Helper,,06
47-5081.00,Derrick Hand,,"02,09"
47-5081.00,Derrick Helper,,04
47-5081.00,Derrickman Helper,,"04,06"
47-5081.00,Drill Helper,,10
47-5081.00,Driller Helper,,"02,04,06,08"
47-5081.00,Driller's Assistant,,02
47-5081.00,Extraction Tech (Extraction Technician),Extraction Tech,10
47-5081.00,Gravity Prospecting Observer Helper,,08
47-5081.00,Hammerer Helper,,06
47-5081.00,Horizontal Earth Boring Machine Operator Helper,,"04,06"
47-5081.00,Jack Setter,,08
47-5081.00,Joy Operator Helper,,"04,06"
47-5081.00,Loading Machine Operator Helper,,"04,06"
47-5081.00,Longwall Machine Operator Helper,,"02,04"
47-5081.00,Machine Helper,,06
47-5081.00,Mine and Quarry Miner,,08
47-5081.00,Mine Laborer,,"02,08"
47-5081.00,Mine Milling Worker,,07
47-5081.00,Mine Tailings Worker,,07
47-5081.00,Miner Assistant,,06
47-5081.00,Miner Helper,,"02,04,06"
47-5081.00,Mining Helper,,"04,06"
47-5081.00,Ore Digger,,08
47-5081.00,Powder Carrier,,"04,06"
47-5081.00,Powderman,,02
47-5081.00,Pumper Helper,,"04,06"
47-5081.00,Raise Bore Helper,,10
47-5081.00,Rig Builder Helper,,"04,06"
47-5081.00,Roof Bolter Helper,,04
47-5081.00,Roof Observer,,10
47-5081.00,Rotary Drill Operator Helper,,04
47-5081.00,Rotary Driller Helper,,"04,06,08"
47-5081.00,Rotary Helper,,10
47-5081.00,Roughneck,,"04,06"
47-5081.00,Salt Miner,,02
47-5081.00,Sandfill Operator,,08
47-5081.00,Seismic Prospecting Observer Helper,,08
47-5081.00,Seismograph Helper,,"04,06"
47-5081.00,Shale Planer Operator Helper,,"04,06,08"
47-5081.00,Shooter Helper,,"04,06"
47-5081.00,Shot Core Drill Operator Helper,,"04,06"
47-5081.00,Shot Crew Helper,,10
47-5081.00,Test Borer Helper,,"04,06"
47-5081.00,Tunnel Mucker,,"04,06"
47-5081.00,Wash Driller Helper,,"04,06"
47-5099.00,Acidizer,,"04,06"
47-5099.00,Air Pumper,,06
47-5099.00,Back Hand,,"04,06"
47-5099.00,Bagger,,06
47-5099.00,Battery Charger,,"04,06"
47-5099.00,Battery Starter,,"04,06"
47-5099.00,Bog Cutter,,"04,06"
47-5099.00,Bog Worker,,"04,06"
47-5099.00,Bone Picker,,"04,06"
47-5099.00,Boom Operator,,"04,06"
47-5099.00,Boom Tender,,"04,06"
47-5099.00,Boomer,,"04,06"
47-5099.00,Bottom Cager,,06
47-5099.00,Bottomer,,"04,06"
47-5099.00,Box Loader,,"04,06"
47-5099.00,Cager,,"04,06"
47-5099.00,Car Blocker,,06
47-5099.00,Car Filler,,"04,06"
47-5099.00,Carman,,06
47-5099.00,Caser,,"04,06,08"
47-5099.00,Casing Crew,,"04,06"
47-5099.00,Casing Man,,06
47-5099.00,Casing Worker,,04
47-5099.00,Cement Gun Operator,,"04,06"
47-5099.00,Cementer,,04
47-5099.00,Chute Operator,,"04,06"
47-5099.00,Chute Puller,,"04,06"
47-5099.00,Chute Tapper,,"04,06"
47-5099.00,Clay Digger,,"04,06"
47-5099.00,Coal Cager,,"04,06"
47-5099.00,Coal Digger,,"04,06"
47-5099.00,Coal Getter,,"04,06"
47-5099.00,Coal Loader,,"04,06"
47-5099.00,Coal Picker,,"04,06"
47-5099.00,Company Laborer,,06
47-5099.00,Crusher Setter,,"04,08"
47-5099.00,Digging Machine Operator,,"04,06"
47-5099.00,Dirt Shoveler,,06
47-5099.00,Drainman,,06
47-5099.00,Duck Bill Operator,,"04,06"
47-5099.00,Duck Operator,,"04,06"
47-5099.00,Dumper Bailer Operator,,"04,06"
47-5099.00,Excavating Machine Operator,,"04,06"
47-5099.00,Excavator Operator,,"04,06"
47-5099.00,Extra,,06
47-5099.00,Flagman,,06
47-5099.00,Flame Channeler,,"04,06"
47-5099.00,Floorhand,,"04,06"
47-5099.00,Floorperson,,04
47-5099.00,Foot Worker,,"04,06"
47-5099.00,Gold Prospector,,"04,06"
47-5099.00,Grizzlyman,,06
47-5099.00,Ground Worker,,04
47-5099.00,Groundman,,06
47-5099.00,Hammerman,,06
47-5099.00,Hand,,06
47-5099.00,Handyman,,06
47-5099.00,Harvester Operator,,"04,06"
47-5099.00,Jack Setter,,06
47-5099.00,Joy Loader,,"04,06"
47-5099.00,Joy Loading Machine Operator,,"04,06"
47-5099.00,Joy Operator,,"04,06"
47-5099.00,Laborer,,06
47-5099.00,Lamp Mechanic,,"04,06"
47-5099.00,Lampman,,06
47-5099.00,Lightman,,06
47-5099.00,Mine Laborer,,"04,06"
47-5099.00,Mine Milling Worker,,04
47-5099.00,Mine Tailing Worker,,04
47-5099.00,Muck Hauler,,04
47-5099.00,Muck Operator,,"04,06"
47-5099.00,Mucker Operator,,"04,06"
47-5099.00,Mucking Machine Operator,,"04,06"
47-5099.00,Nozzleman,,06
47-5099.00,Oil Field Caser,,"04,06"
47-5099.00,Oil Field Worker,,"04,06"
47-5099.00,Ore Digger,,"04,06"
47-5099.00,Outside Laborer,,06
47-5099.00,Pan Operator,,"04,06"
47-5099.00,Placer Miner,,"04,06"
47-5099.00,Plateman,,06
47-5099.00,Platform Man,,06
47-5099.00,Platform Worker,,04
47-5099.00,Plugger Man,,06
47-5099.00,Plugger Worker,,04
47-5099.00,Pneumatic Jack Operator,,"04,06"
47-5099.00,Prop Drawer,,"04,06"
47-5099.00,Prop Setter,,"04,06"
47-5099.00,Prospector,,06
47-5099.00,Puffer,,06
47-5099.00,Puffer Tender,,06
47-5099.00,Quarry Extraction Worker,,04
47-5099.00,Quarry Worker,,"04,08"
47-5099.00,Quarryman,,"04,06"
47-5099.00,Relief Man,,06
47-5099.00,Rig Operator,,"04,06"
47-5099.00,Road Cleaner,,"04,06"
47-5099.00,Roadman,,"04,06"
47-5099.00,Rock Dust Sprayer,,08
47-5099.00,Roustabout,,04
47-5099.00,Safety Lamp Keeper,,06
47-5099.00,Sand Digger,,"04,06"
47-5099.00,Sand Filler,,"04,06"
47-5099.00,Sand Screener,,06
47-5099.00,Sand Shoveler,,06
47-5099.00,Sandfill Operator,,"04,06"
47-5099.00,Scraper,,06
47-5099.00,Second Worker,,"04,06"
47-5099.00,Section Hand,,06
47-5099.00,Shaft Headman,,06
47-5099.00,Shaft Mechanic,,06
47-5099.00,Shaft Repairer,,06
47-5099.00,Shaft Tender,,06
47-5099.00,Shield Runner,,08
47-5099.00,Shore Man,,06
47-5099.00,Shore Worker,,04
47-5099.00,Signaler,,"04,06"
47-5099.00,Slate Handler,,"04,06"
47-5099.00,Slate Picker,,"04,06"
47-5099.00,Sluice Tender,,"04,06"
47-5099.00,Spragger,,"04,06"
47-5099.00,Sprinkler,,06
47-5099.00,Steel Worker,,04
47-5099.00,Stoneman,,"04,06"
47-5099.00,Stripper,,04
47-5099.00,Tailings Dam Laborer,,"04,06"
47-5099.00,Timber Robber,,"04,06"
47-5099.00,Top Cager,,"04,06"
47-5099.00,Top Loader,,"04,06"
47-5099.00,Utility Worker,,06
47-5099.00,Wasteman,,06
47-5099.00,Yard Laborer,,06
47-5099.00,Yardman,,06
49-1011.00,AC Installer Supervisor (Air-Conditioning Installer Supervisor),AC Installer Supervisor,08
49-1011.00,AC Supervisor (Air Conditioning Supervisor),AC Supervisor,"04,06"
49-1011.00,Aircraft Maintenance Supervisor,,"04,06,08"
49-1011.00,Airport Maintenance Chief,,"04,06,08"
49-1011.00,Airport Skilled Maintenance Supervisor,,02
49-1011.00,Apartment Maintenance Supervisor,,09
49-1011.00,Appliance Service Supervisor,,"04,06,08"
49-1011.00,Artillery Maintenance Supervisor,,"04,06,08"
49-1011.00,Auto Fleet Maintenance Manager,,"04,06"
49-1011.00,Auto Mechanic Supervisor,,"04,06"
49-1011.00,Auto Specialty Services Manager,,08
49-1011.00,Automated Teller Manager,,09
49-1011.00,Automobile Body Repair Supervisor,,"04,06,08"
49-1011.00,Automotive Service Manager (Auto Service Manager),Auto Service Manager,10
49-1011.00,Avionics Shop Supervisor,,"04,06,08"
49-1011.00,Bakery Machine Mechanic Supervisor,,"04,06,08"
49-1011.00,Body Shop Supervisor,,"04,06"
49-1011.00,Boiler Repair Supervisor,,"04,06,08"
49-1011.00,Boilermaking Supervisor,,08
49-1011.00,Brake Repair Supervisor,,08
49-1011.00,Bus Repair Supervisor,,"04,06"
49-1011.00,Cabin Equipment Supervisor,,"04,06,08"
49-1011.00,Cable Installation Maintenance and Repair Manager,,"04,06"
49-1011.00,Cable Supervisor,,"04,06,08"
49-1011.00,Canal Equipment Maintenance Supervisor,,"04,06"
49-1011.00,Car and Yard Supervisor,,08
49-1011.00,Car Repair Supervisor,,"04,06"
49-1011.00,Central Office Repairer Supervisor,,"04,06,08"
49-1011.00,Communications Electrician Supervisor,,"04,06,08"
49-1011.00,Cooler Service Supervisor,,"04,06,08"
49-1011.00,Customer Facilities Supervisor,,"04,06,08"
49-1011.00,Electric Distribution Department Manager,,"04,06"
49-1011.00,Electric Motor Repair Supervisor,,"04,06"
49-1011.00,Electric Motor Repairing Supervisor,,08
49-1011.00,Electrical and Instrumentation Supervisor (E and I Supervisor),E and I Supervisor,02
49-1011.00,Electrical Appliance Servicer Supervisor,,"04,06,08"
49-1011.00,Electrical Foreman,,"02,09"
49-1011.00,Electrical Installation Supervisor,,08
49-1011.00,Electrical Repair Supervisor,,"04,06,08"
49-1011.00,Electrical Supervisor,,"02,08"
49-1011.00,Electrician Substation Supervisor,,"04,06"
49-1011.00,Electronic Controls Repairer Supervisor,,08
49-1011.00,Electronic Maintenance Supervisor,,"04,06"
49-1011.00,Electronics Systems Maintenance Supervisor,,08
49-1011.00,Elevator Constructor Supervisor,,"04,06,08"
49-1011.00,Elevator Installation and Repair Field Superintendent,,03
49-1011.00,Endless Track Vehicle Supervisor,,"04,06,08"
49-1011.00,Engine Repair Supervisor,,"04,06"
49-1011.00,Engine Testing Supervisor,,"04,06,08"
49-1011.00,Equipment Maintenance Supervisor,,"02,04,06"
49-1011.00,Equipment Superintendent,,"04,06"
49-1011.00,Facilities Maintenance Supervisor,,02
49-1011.00,Facility Maintenance Supervisor,,02
49-1011.00,Farm Equipment Maintenance Supervisor,,"04,06"
49-1011.00,Fire Fighting Equipment Maintenance Supervisor,,"04,06,08"
49-1011.00,Fleet Maintenance Foreman,,02
49-1011.00,Fleet Maintenance Supervisor,,"02,04,06"
49-1011.00,Fuel System Maintenance Supervisor,,"04,06,08"
49-1011.00,Garage Manager,,"02,04,06"
49-1011.00,Garage Supervisor,,"04,06,08"
49-1011.00,Gas Meter Repair Supervisor,,08
49-1011.00,Gear Repair Supervisor,,"04,06,08"
49-1011.00,Grip Boss,,08
49-1011.00,Ground Crew Chief,,"04,06"
49-1011.00,"HVAC Supervisor (Heating, Ventilation, and Air Conditioning Supervisor)",HVAC Supervisor,"02,04"
49-1011.00,Instrument Mechanics Supervisor,,"04,06,08"
49-1011.00,Instrument Repair Supervisor,,"04,06,08"
49-1011.00,Instrument Shop Supervisor,,"04,06,08"
49-1011.00,Leased Machinery and Equipment Service Supervisor,,"04,06"
49-1011.00,Line Crew Supervisor,,"04,06"
49-1011.00,Line Department Supervisor,,08
49-1011.00,Line Installation Supervisor,,04
49-1011.00,Line Supervisor,,"04,06,08"
49-1011.00,Lock Maintenance Supervisor,,"04,06,08"
49-1011.00,Locomotive Supervisor,,08
49-1011.00,Loom Fixer Supervisor,,"04,06"
49-1011.00,Machinery Repair Maintenance Supervisor,,"04,06"
49-1011.00,Maintenance Coordinator,,02
49-1011.00,Maintenance Foreman,,"02,09"
49-1011.00,Maintenance Manager,,"02,10"
49-1011.00,Maintenance Mechanic Supervisor,,"02,04,06"
49-1011.00,Maintenance Planner,,"02,09"
49-1011.00,Maintenance Service Supervisor,,"04,06"
49-1011.00,Maintenance Superintendent,,"02,04,08"
49-1011.00,Maintenance Supervisor,,"02,04,08,10"
49-1011.00,Marine Service Manager,,"04,06,08"
49-1011.00,Mechanical Maintenance Foreman,,02
49-1011.00,Mechanical Maintenance Supervisor,,"02,04,06"
49-1011.00,Mechanical Supervisor,,02
49-1011.00,Mechanics Supervisor,,"02,04,06"
49-1011.00,Meter and Regulator Shop Supervisor,,"04,06"
49-1011.00,Meter Repair Shop Supervisor,,"04,06,08"
49-1011.00,Meter Shop Supervisor,,"04,06,08"
49-1011.00,Meter Superintendent,,08
49-1011.00,Meter Supervisor,,"04,06"
49-1011.00,Millwright Supervisor,,"04,06,08"
49-1011.00,Mobile Battery Equipment Maintenance Supervisor,,08
49-1011.00,Motor Equipment Commanding Officer,,08
49-1011.00,Motorcycle Repair Shop Supervisor,,"04,06,08"
49-1011.00,Office Machine Service Supervisor,,"04,06,08"
49-1011.00,Oil Field Equipment Mechanic Supervisor,,"04,06,08"
49-1011.00,Outside Machinist Supervisor,,"04,06"
49-1011.00,Pin-Setting Machine Installation Superintendent,,08
49-1011.00,Plant Maintenance Supervisor,,02
49-1011.00,Plant Wire Chief,,"04,06"
49-1011.00,Powerhouse Mechanic Supervisor,,"04,06,08"
49-2011.00,Office Machines Wirer,,"04,06"
49-1011.00,Preventive Maintenance Coordinator (PM Coordinator),PM Coordinator,08
49-1011.00,Protective Signal Superintendent,,08
49-1011.00,Pump Service Supervisor,,"04,06"
49-1011.00,Pump Servicer Supervisor,,08
49-1011.00,Radio Interference Supervisor,,"04,06,08"
